PATENTE;AÑO GIRO;AÑO FABRI.;MONTO PAGADO;TIPO PAGO;FECHA PAGO;MODULO ATENCION;TIPO VEHICULO;MARCA;MODELO;COLOR;CODIGO SII
SXJF54;2025;2004;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;FAIRLANDY Z ;PLATEADO PLATA;SU1760166
SXJF60;2025;2019;84644;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;H1 ;BLANCO;VN1110216
SXJF96;2025;2014;43976;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON ;GRIS;SU1110141
SXJG11;2025;2012;16858;1°Cuota;45743;WEB;STATION WAGON;NISSAN;JUKE ;PLATEADO;SU1760208
SXJG68;2025;2011;38410;TOTAL;45743;WEB;AUTOMOVIL;SUBARU ;LEGACY 2.5 AUT ;NEGRO;SD2270145
SXJH43;2025;2012;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;FIT HYBRID ;NEGRO;HB1060026
SXRR17;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;GRIS;SD1600184
SXRS77;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;PLATEADO;HB1060026
SXWF81;2025;2016;83520;TOTAL;45743;Presencial;STATION WAGON;FORD;EXPLORER ;NEGRO;VN790068
SYKK47;2025;2016;88717;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;SANTA FE ;BLANCO;SU1110157
SYKL17;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 2.0 ;CAFE MARRON;SU1320125
SYKL35;2025;2012;33715;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;SWIFT 1.2 ;BLANCO;SD2290043
SYKL59;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;PEUGEOT;3008;BLANCO;SU1840117
SYKL63;2025;2010;33715;TOTAL;45743;WEB;STATION WAGON;MITSUBISHI;DELICA D5 2.4 AUT ;NEGRO;CT1660040
SYKR42;2025;2016;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;BLANCO;HB1600067
SYKS15;2024;2020;169446;2° Cuota;45743;WEB;CAMIONETA;NISSAN;TITAN 4X4 ;GRIS;SU1760228
SYKS29;2025;2015;75921;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;GRAND STAREX ;GRIS;VN1110207
SYKS66;2025;2013;33715;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II ;BLANCO;CT1110053
SYKS82;2025;2014;33715;TOTAL;45743;WEB;STATION WAGON;PEUGEOT;208;AZUL;HB1840198
SYKS88;2025;2007;33715;TOTAL;45743;WEB;CAMIONETA;TOYOTA;DYNA ;BLANCO;CT2350116
SYKT87;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;SUZUKI;SWIFT 1.2 AUT ;AZUL;SD2290043
SYKT91;2025;2016;42937;1°Cuota;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;BLANCO;SU1320166
SYKV19;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;BLANCO;SU1320118
SYKV36;2025;2024;52810;TOTAL;45743;Presencial;AUTOMOVIL;JAC;JS2 COMFORT SMART ;ROJO;SU1170076
SYKV41;2025;2013;33715;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II ;AZUL;CT1110047
SYLZ70;2025;2024;94752;TOTAL;45743;WEB;STATION WAGON;CHANGAN;NEW CS35 PLUS 1.4T AT LUX TURBO DCT;GRIS;SU470059
SYPB67;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN ;NOTE ;PLATEADO;HB1760059
SYPC95;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;PREMACY 2.0 AUT ;NEGRO;SD1600193
SYPC99;2025;2021;173002;1°Cuota;45743;WEB;STATION WAGON;HYUNDAI;PALISADE ;GRIS;SU1110255
SYPD34;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;MPV ;BLANCO PERLA;VN1600034
SYPF41;2025;2015;44852;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 2.0 AUT ;BLANCO PERLA;SU1320119
SYPG62;2025;1997;33715;TOTAL;45743;WEB;CAMIONETA;MITSUBISHI;CANTER ;BLANCO;CT1660014
SYPH19;2025;2014;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;MARCH 1.2 AUT ;BLANCO PERLA;HB1760047
SYPH39;2025;2005;33715;TOTAL;45743;WEB;AUTOMOVIL;BMW;Z4 ;GRIS;SD320162
SYPH58;2025;2006;33710;TOTAL;45743;Presencial;STATION WAGON;HYUNDAI;TERRACAN 2.9 ;GRIS PLOMO;VN1110102
SYPJ24;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;GRIS;SD1600184
SYPJ68;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;NOTE 1.5 AUT;PLATEADO;HB1760056
SYPK23;2025;2013;43586;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO ;GRIS;SU1320135
SYPK38;2025;2016;47270;1°Cuota;45743;WEB;STATION WAGON;HYUNDAI;MAXCRUZ ;GRIS;SU1110154
SZKX76;2025;2024;270338;TOTAL;45743;WEB;CAMIONETA;TOYOTA ;HI LUX ;ROJO;CT2350162
SZLJ18;2025;2024;79217;TOTAL;45743;Presencial;AUTOMOVIL;HYUNDAI;ACCENT ;BLANCO;SD1110348
TBBT48;2025;2024;347977;TOTAL;45743;WEB;STATION WAGON;TOYOTA;NEW FORTUNER SRX 2.8L 4X4 TDI AUT ;BLANCO PERLADO;SU2350192
TBLW79;2025;2014;48826;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.0 AUT ;GRIS;SU1320135
TBLX61;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;DEMIO ;ROJO;SD1600177
TBLY54;2025;2014;33715;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;SWIFT ;VERDE;SD2290046
TBLY57;2024;2007;30905;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON ;NEGRO;SU1110052
TBLY57;2025;2007;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON ;NEGRO;SU1110052
TBLZ41;2025;2016;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;GRIS;HB1600064
TBLZ89;2025;2020;37206;1°Cuota;45743;WEB;AUTOMOVIL;FORD;MUSTANG ;PLATEADO;HB790142
TBLZ93;2025;2016;40376;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II ;AZUL;CT1110064
TBPB81;2025;2024;72153;TOTAL;45743;WEB;AUTOMOVIL;CHANGAN;NEW CS15 ELITE ;PLATEADO PLATA;SU470056
TBPB98;2025;2015;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE 1.2 AUT ;NEGRO;HB1760056
TBPC17;2025;2012;33715;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;PLATEADO;HB1060026
TBPC58;2025;2018;49533;TOTAL;45743;WEB;STATION WAGON;FORD;ECOSPORT ;BLANCO;SU790063
TBPD21;2025;2016;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;AXELA 2.2 AUT ;NEGRO;SD1600221
TBPD34;2025;2024;81040;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;NEW BALENO AT GLX;ROJO METALICO P;HB2290204
TBPF44;2025;2006;33715;TOTAL;45743;WEB;CAMIONETA;TOYOTA;TOYOACE ;PLATEADO;CT2350113
TBPF51;2025;2011;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;FIT 1.5 AUT ;NEGRO;HB1060024
TBPF56;2025;2024;99228;TOTAL;45743;WEB;CAMIONETA;GREAT WALL;WRINGLE 7 ELITE PLUS ;PLATEADO;CT910061
TBPF88;2025;2015;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO 1.5 AUT ;NEGRO;HB1600058
TBPG48;2025;2014;36527;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON 2.0 AUT ;BLANCO;SU1110138
TBTX85;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;NEGRO;HB1060026
TCFJ81;2025;2024;0;TOTAL;45743;Presencial;STATION WAGON;HYUNDAI;TUCSON  NX4   2.0  4WD  PLUS ;GRIS GRAFITO;SU1110266
TCGV13;2025;2024;634846;1°Cuota;45743;WEB;STATION WAGON;JAGUAR;F PACE 400 SPORT MHEV ;NEGRO SANTORINI;SU1180032
TCWZ13;2025;2024;59793;TOTAL;45743;WEB;AUTOMOVIL;CHANGAN;ALSVIN 4X2 1.5 AUT ;ROJO;SD470009
TCZH86;2025;2024;0;TOTAL;45743;Presencial;STATION WAGON;HYUNDAI;TUCSON NX4 MPI 4X4 2.0 AUT ;GRIS GRAFITO;  
TD6598;2025;1999;33715;TOTAL;45743;WEB;CAMIONETA;TOYOTA;HILUX D/C STD;ROJO MICA ME;CT2350036
TDFG83;2025;2012;33773;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 2.0 AUT ;BLANCO;SU1320119
TDFP15;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;SANTA FE ;BLANCO;VN1110168
TDGF62;2025;2012;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;FIT ;NEGRO;HB1060024
TDGG20;2025;2012;16858;1°Cuota;45743;WEB;AUTOMOVIL;SUBARU;IMPREZA ;AZUL;SU2270357
TDGG53;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON ;PLATEADO;SU1110094
TDGG94;2025;2024;75203;TOTAL;45743;WEB;STATION WAGON;CHANGAN;CS35 PLUS COMFORT ;ROJO;SU470046
TDGH19;2025;2014;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE ;CELESTE;HB1760056
TDGH29;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;NOTE ;PLATEADO;HB1760056
TDGH34;2025;2005;16858;1°Cuota;45743;WEB;AUTOMOVIL;SUBARU;IMPREZA WRX ;AZUL;SU2270206
TDGH49;2025;2016;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;ROJO;HB1600064
TDGH77;2025;2006;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;PLATEADO;SU1320091
TDGJ38;2025;2015;55180;TOTAL;45743;WEB;STATION WAGON;MAZDA;CX5 ;BLANCO;SU1600049
TDGJ60;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;FIT ;AZUL;HB1060026
TDGJ83;2025;2017;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;AZUL;SD1600218
TDGK17;2025;2024;55870;1°Cuota;45743;WEB;STATION WAGON;CHANGAN;NEW CS35 PLUS  1.4T AT ELITE ;BLANCO;SU470064
TDGL15;2025;2015;34391;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;BLANCO;HB1060029
TDGL51;2025;2019;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;VERSA ;NEGRO;SD1760331
TDGL76;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO 1.3 AUT ;BLANCO;SD1600184
TDGL93;2024;2016;30199;2° Cuota;45743;WEB;CAMIONETA;KIA MOTORS;BONGO III 2.5 ;AZUL;CT1320054
TDGL93;2025;2016;48879;TOTAL;45743;WEB;CAMIONETA;KIA MOTORS;BONGO III 2.5 ;AZUL;CT1320054
TDGP52;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;AZUL TURQUEZA;SD1600184
TDGP68;2025;2024;91824;TOTAL;45743;Presencial;STATION WAGON;MAZDA;CX3 R 2.0 2WD AUT ;BLANCO PERLA;SU1600060
TDGR26;2025;2012;33715;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;SWIFT 1.2 AUT ;PLATEADO;SD2290043
TDGR48;2025;2011;16858;1°Cuota;45743;WEB;CAMIONETA;KIA MOTORS;BONGO III 4X4 ;AZUL;CT1320051
TDGS46;2025;2007;33715;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II ;BLANCO;CT1110027
TDGS48;2025;2012;33715;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II ;BLANCO;CT1110052
TDGS49;2025;2019;110986;TOTAL;45743;WEB;CAMIONETA;KIA MOTORS;BONGO III ;BLANCO;CT1320067
TDGT45;2025;2012;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;CR Z ;NARANJO;SD1060100
TDGV58;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.2 AUT;NEGRO;SU1320107
TDGW13;2025;2014;36834;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON ;BLANCO PERLA;SU1110114
TDGW85;2025;2024;122053;1°Cuota;45743;WEB;CAMIONETA;MAXUS;T60 ;AZUL;CT1590041
TDGX35;2025;2016;88717;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;SANTA FE ;PLATEADO;SU1110157
TDGX81;2025;2015;50078;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.2 AUT ;GRIS;SU1320144
TDGX88;2025;2010;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.0 AUT ;BLANCO;VN1320092
TDGY12;2025;2014;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;NOTE ;BLANCO;HB1760056
TDGY14;2025;2012;33715;TOTAL;45743;WEB;STATION WAGON;CHEVROLET;ORLANDO ;BLANCO;VN500052
TDGZ21;2025;2014;40758;TOTAL;45743;WEB;CAMIONETA;SSANGYONG;KORANDO SPORTS ;GRIS;SU2250072
TDGZ30;2025;2015;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;PREMACY ;GRIS;VN1600039
TDGZ45;2025;2024;78326;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;NEW BALENO ;AZUL MARINO;HB2290201
TDGZ48;2025;2024;116592;TOTAL;45743;WEB;STATION WAGON;SUZUKI;JIMNY 5P GLX;PLATEADO PLATA;SU2290328
TDGZ57;2025;2016;36407;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT HYBRID 1.5 AUT ;BLANCO PERLA;HB1060029
TDGZ74;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;NOTE 1.2 AUT ;GRAFITO;HB1760056
TDHB61;2025;2024;53024;TOTAL;45743;WEB;AUTOMOVIL;JAC;JS2 LUXURY ;PLATEADO PLATA;SU1170079
TDHC21;2025;2015;80848;TOTAL;45743;WEB;STATION WAGON;MERCEDES BENZ;GLA 250 ;GRIS;SU1620094
TDHC78;2025;2017;41855;1°Cuota;45743;WEB;STATION WAGON;HYUNDAI;TUCSON 2.0 AUT ;GRIS;SU1110177
TDHC83;2025;2013;16858;1°Cuota;45743;WEB;AUTOMOVIL;HYUNDAI ;I30;PLATEADO;HB1110122
TDHD20;2025;2006;33715;TOTAL;45743;WEB;AUTOMOVIL;SUBARU;IMPRESA ;AZUL;SU2270221
TDHD22;2025;2011;46571;1°Cuota;45743;WEB;AUTOMOVIL;BMW;Z4 ;GRIS GRAFITO;SD320219
TDHD35;2025;2016;83680;TOTAL;45743;WEB;MINIBUS_PARTICULAR;HYUNDAI;GRAND STAREX ;PLATEADO;VN1110207
TDHD55;2025;2008;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;STAREX ;GRIS PLOMO;SD1110140
TDHD93;2025;2020;159878;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;PALISADE ;BLANCO;VN1110202
TDHF82;2025;2014;39044;TOTAL;45743;WEB;STATION WAGON;MAZDA;CX5 ;NEGRO;SU1600045
TDHG18;2025;2024;84311;TOTAL;45743;Presencial;STATION WAGON;CHEVROLET;GROVE PREMIER MT R;PLATEADO PLATA;SU500170
TDHG98;2025;2017;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE ;PLATEADO;HB1760056
TDHH33;2025;2014;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;ROJO;HB1600058
TDHH53;2025;2013;16858;1°Cuota;45743;WEB;STATION WAGON;MAZDA;VERISA ;ROJO BURDEO;HB1600056
TDHW70;2025;2013;33710;TOTAL;45743;Presencial;STATION WAGON;MITSUBISHI;DELICA D5 4X4 2.4 AUT ;BLANCO;VN1660063
TDJB42;2025;2012;68681;TOTAL;45743;WEB;STATION WAGON;AUDI;Q5 ;BLANCO;SU130031
TDJC26;2025;2018;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;KONA 1.6 AUT ;GRIS;SD1110257
TDKD99;2025;2024;251631;TOTAL;45743;Presencial;CAMIONETA;TOYOTA;NEW HILUX 4X4 2.4 ;PLATEADOSILVER ;CT2350177
TGBC48;2025;2024;115037;TOTAL;45743;Presencial;STATION WAGON;VOLKSWAGEN;T CROSS TSI 1.0 AT ;BLANCO PURO NEG;SU2430136
TGFK27;2025;2024;88133;TOTAL;45743;WEB;CAMIONETA;RAM;700 BIGHORN ;NEGRO VULCANO;CT5430043
TGJC72;2025;2024;35993;1°Cuota;45743;WEB;AUTOMOVIL;HYUNDAI;GRAND I-10 AI3 ;BLANCO TECHO NE;HB1110214
TGKF28;2025;2012;33715;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;AMARILLO;HB1060026
TGKH87;2025;2015;53530;TOTAL;45743;WEB;furgón;HYUNDAI;GRAND STAREX 2.5 AUT ;PLATEADO PLATA;VN1110158
TGKX85;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE ;ROJO BURDEO;HB1760056
TGLX18;2025;2016;33715;TOTAL;45743;WEB;AUTOMOVIL;HYUNDAI;ACCENT ;BLANCO;SD1110256
TGST57;2025;2013;33710;TOTAL;45743;Presencial;STATION WAGON;HONDA;FIT ;NARANJO NARANJA;HB1060026
TGSV54;2025;2015;33715;TOTAL;45743;WEB;AUTOMOVIL;HYUNDAI ;ACCENT ;BLANCO;HB1110148
TGSV90;2025;2024;224715;TOTAL;45743;Presencial;STATION WAGON;CHANGAN;UNIT ELITE ;BLANCO;  
TGSX59;2025;2014;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE ;NEGRO;HB1760056
TGSX92;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;PLATEADO;HB1060024
TGSX98;2024;2019;98833;TOTAL;45743;WEB;STATION WAGON;CHEVROLET;TRAVERSE ;NEGRO;SU500132
TGSX98;2025;2019;221860;TOTAL;45743;WEB;STATION WAGON;CHEVROLET;TRAVERSE ;NEGRO;SU500132
TGSY70;2025;2018;71358;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;STONIC 1.6 AUT ;NEGRO;SU1320179
TGSZ81;2025;2020;205133;TOTAL;45743;WEB;AUTOMOVIL;KIA MOTORS;STINGER ;BLANCO;SD1320191
TGTB14;2025;2004;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;S2000 2.2 AUT ;ROJO;SD1060075
TGTB25;2025;2010;33715;TOTAL;45743;WEB;AUTOMOVIL;HONDA;CIVIC ;ROJO;SD1060092
TGTB36;2025;2013;42178;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;NARANJA ANARANJ;SD1060084
TGTB97;2025;2012;33773;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;BLANCO;SU1320119
TGTC58;2025;2016;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO 1.5 AUT ;AZUL;HB1600064
TGTC99;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;AXELA ;BLANCO;SD1600177
TGTD58;2025;2013;34532;TOTAL;45743;WEB;STATION WAGON;HONDA;STEPWAGON ;BLANCO;SU1060041
TGTD94;2025;2017;33715;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;SWIFT ;AZUL;SD2290046
TGTF94;2025;2010;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO ;PLATEADO;VN1320104
TGTG46;2025;2014;33715;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;SPLASH ;BLANCO;HB2290126
TGTH48;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.0 AUT ;NEGRO;VN1320104
TGTH91;2025;2015;67500;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON ;PLATEADO;SU1110177
TGTJ27;2025;2017;71153;TOTAL;45743;WEB;STATION WAGON;MAZDA;DEMIO 1.5 AUT ;AZUL;SD1600224
TGTJ28;2025;2013;33715;TOTAL;45743;WEB;STATION WAGON;HONDA;FIT ;NEGRO;HB1060024
TGTJ89;2025;2016;45992;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II 2.5 ;AZUL;CT1110062
TGTK38;2025;2011;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;GRAND STAREX ;PLATEADO;SU1110103
TGTK41;2025;2008;16858;1°Cuota;45743;WEB;STATION WAGON;MITSUBISHI;PAJERO MINI ;PLATEADO;SU590094
TGTK94;2024;2012;5619;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO 1.3 AUT ;ROJO;SD1600184
TGTK94;2025;2012;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO 1.3 AUT ;ROJO;SD1600184
TGTL21;2025;2016;85873;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;GRIS;SU1320166
TGTL98;2025;2019;74210;TOTAL;45743;Presencial;STATION WAGON;KIA MOTORS;STONIC ;BLANCO;SU1320178
TGXG21;2025;2025;331808;TOTAL;45743;WEB;CAMIONETA;TOYOTA;HILUX MT DX DX4 4MT24;PLATEADO PLATA ;  
THPW57;2025;2024;0;TOTAL;45743;Presencial;furgón;CHEVROLET;N400 MAX 1.5 ;BLANCO;CO500021
THVX15;2025;2024;0;TOTAL;45743;Presencial;CAMIONETA;TOYOTA;HILUX DCAB-MT4X4 2.4 ;GRIS OSCURO MET;CT2350179
TJJX64;2025;2019;117151;TOTAL;45743;WEB;AUTOMOVIL;FORD;TAURUS 3.5 AUT ;NEGRO;SU790053
TJJX67;2025;2024;82768;TOTAL;45743;WEB;STATION WAGON;CHANGAN;X7 PLUS LUXURY ;BLANCO;SU470074
TJJY26;2025;2012;33773;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;GRIS;SU1320119
TJJY31;2025;2014;75999;TOTAL;45743;WEB;STATION WAGON;JEEP ;GRAND CHEROKEE;NEGRO;VN1210021
TJJY61;2025;2010;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;MPV ;NEGRO;VN1660038
TJJZ75;2025;2025;117348;TOTAL;45743;WEB;STATION WAGON;GREAT WALL;HAVAL JOLION 1.5T AT 2WD DELUXE F2;GRIS METALICO;  
TJKB46;2025;2014;33715;TOTAL;45743;WEB;AUTOMOVIL;HYUNDAI;AVANTE 1.6 AUT ;GRIS;HB1110139
TJKB55;2025;2025;179623;TOTAL;45743;WEB;CAMIONETA;GREAT WALL ;POER 2.0 TD 4X2 ELITE EURO 6 PANT ;BLANCO;  
TJKC39;2025;2013;56571;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;SANTA FE 2.0 AUT ;BLANCO;SU1110124
TJKD22;2025;2012;16858;1°Cuota;45743;WEB;AUTOMOVIL;SUZUKI;SWIFT ;BLANCO;HB2290119
TJKD67;2025;2024;240216;TOTAL;45743;WEB;STATION WAGON;MAZDA;CX5 2.5 AUT ;AZUL;SU1600132
TJKD91;2025;2025;141184;TOTAL;45743;WEB;STATION WAGON;JAC;JS8 ADVANCE XE DCT 1.5 AUT ;ROJO;  
TJKF33;2025;2017;58137;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 4 TH 1.7 AUT ;BLANCO;SU1320169
TJKF93;2025;2013;35846;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;TUCSON 2.0 AUT ;BLANCO;SU1110075
TJKH48;2025;2014;33715;TOTAL;45743;WEB;STATION WAGON;MAZDA;PREMACY ;GRIS;VN1600039
TJKJ20;2025;2014;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE ;BLANCO;HB1760056
TJKJ21;2025;2014;62697;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;SANTA FE ;BEIGE;SU1110132
TJKJ77;2025;2015;33715;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;MAXCRUZ 2.2 AUT ;GRIS;SD1110256
TJKK62;2025;2011;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO 1.3 AUT ;PLATEADO;SD1600184
TJKL61;2025;2015;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;CX 3 1.5 AUT ;CAFE MARRON;SD1600203
TJKP90;2025;2016;23886;1°Cuota;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;NEGRO;SU1320119
TJKR35;2025;2012;30905;TOTAL;45743;WEB;AUTOMOVIL;HONDA;FIT 1.3 AUT ;AZUL;HB1060024
TJKR69;2025;2014;30905;TOTAL;45743;WEB;AUTOMOVIL;HONDA;FIT 1.5 AUT;GRIS GRAFITO;HB1060024
TJKR86;2025;2015;57359;TOTAL;45743;WEB;STATION WAGON;JEEP;RENEGADE ;BLANCO;  
TJKS22;2025;2022;273260;TOTAL;45743;WEB;AUTOMOVIL;TOYOTA;GR86 ;NEGRO;HB2350102
TJKS25;2025;2013;28095;TOTAL;45743;WEB;STATION WAGON;HONDA;FREED ;PLATEADO;VN1600034
TJKS66;2025;2023;384579;TOTAL;45743;WEB;STATION WAGON;HYUNDAI;PALISADE ;NEGRO;SU1110286
TJKS70;2025;2014;28095;TOTAL;45743;WEB;AUTOMOVIL;NISSAN;NOTE ;NEGRO;HB1760056
TJKS89;2025;2011;28095;TOTAL;45743;WEB;AUTOMOVIL;HONDA;CRZ ;AZUL;HB1060024
TJKT10;2025;2017;28095;TOTAL;45743;WEB;AUTOMOVIL;SUZUKI;SWIFT;BLANCO;HB2290165
TJKT23;2025;2014;35776;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SORENTO ;BLANCO;SU1320134
TKHS86;2025;2024;261801;TOTAL;45743;WEB;STATION WAGON;FORD;ESCAPE ;AZUL ATLAS;SU790110
TLGT63;2025;2025;141288;TOTAL;45743;WEB;STATION WAGON;CHANGAN;X7 PLUS ELITE AT 1.5 ;BLANCO;  
TLGT77;2025;2012;33715;TOTAL;45743;WEB;CAMIONETA;HYUNDAI;PORTER II 2.5 ;AZUL;CT1110047
TLGV19;2025;2015;47594;TOTAL;45743;WEB;STATION WAGON;SUBARU;XV ;NARANJO NARANJA;SU2270369
TLGV98;2025;2013;33715;TOTAL;45743;WEB;AUTOMOVIL;MAZDA;DEMIO ;GRIS;SD1600177
TLGW11;2025;2014;33715;TOTAL;45743;WEB;STATION WAGON;NISSAN;NOTE ;ROJO;HB1760056
TLGY19;2025;2019;33715;TOTAL;45743;WEB;AUTOMOVIL;HYUNDAI;AVANTE 1.6 ;GRIS;  
TLHB65;2025;2019;111093;TOTAL;45743;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;BLANCO;  
TLHB74;2025;2025;97811;TOTAL;45743;Presencial;STATION WAGON;GREAT WALL;HAVAL JOLION 1.5T AT 2WD ELITE F2 ;GRIS METALICO;  
